"","state_code","state_name","density","hispanic","afam","education","vap","county_fips","county_name","vote_16","vote_12","clinton_votes","obama_votes","trump_votes","romney_votes","midwest","twoway16","twoway12"
"669","NE","Nebraska",2448.68158411154,0.0133923226322666,0.00454382285783981,39004.1779265814,6566.00039890409,147,"Richardson",3805,3739,818,1191,2769,2443,FALSE,0.228045720657931,0.327738029719318
"670","NE","Nebraska",2353.3235012159,0.0458476224701155,0.0076684595214385,50979.6035242291,4445.00011470914,167,"Stanton",2801,2644,417,614,2187,1949,FALSE,0.160138248847926,0.239563012095201
"671","NC","North Carolina",1358.16827982551,0.0291326681807486,0.0462677444869835,41426.2946811726,27258.0012785643,175,"Transylvania",17869,16763,6558,6826,10520,9634,FALSE,0.384002810633564,0.414702308626974
"672","WA","Washington",6066.04292680841,0.0756201092549722,0.0282253024888095,62057.285431502,312788.005142137,11,"Clark",208485,190805,92757,93382,92441,92951,FALSE,0.500853140962645,0.501156531585924
"673","WA","Washington",4785.62009248665,0.0783335008606448,0.0157651384809971,52515.0929402406,158935.002763107,73,"Whatcom",113339,103029,60340,57089,40599,42703,FALSE,0.597786782115931,0.572079926246593
"674","WA","Washington",3061.50066935437,0.0547091926890979,0.03077472581716,59942.4198405217,62211.999781549,29,"Island",44273,42099,20960,21478,18465,19605,FALSE,0.531642358909322,0.522795316797702
"675","NC","North Carolina",4172.54465907072,0.100668285586307,0.16674727725717,46242.0532817317,132833.999331981,133,"Onslow",57135,51435,17514,18490,37122,32243,FALSE,0.320557873929277,0.364457059507618
"676","CO","Colorado",5082.2309453739,0.156369704459439,0.0419657793660644,42936.9224096173,18167.0002841502,75,"Logan",9722,9124,1851,2712,7282,6179,FALSE,0.202671630351473,0.305027555955461
"677","FL","Florida",2756.99465268292,0.239048905972608,0.08263324428192,36345.6586908691,30411.9996220917,93,"Okeechobee",13761,12324,3959,4856,9356,7328,FALSE,0.29733383402178,0.398555482600131
"678","FL","Florida",1810.13205761194,0.0952596609590065,0.563280076448549,35950.8926038501,35184.0003958344,39,"Gadsden",22214,22499,15020,15770,6728,6630,FALSE,0.690638219606401,0.704017857142857
"679","ME","Maine",3241.14728291912,0.012570320260033,0.00870994397271451,58892.6611339668,155040.002401695,31,"York",114274,108057,55844,61551,50403,43900,FALSE,0.525605428859168,0.583692900019914
"680","CO","Colorado",1090.90629684848,0.0284697462673148,0.00593119753637348,54844,675.000048726797,53,"Hinsdale",589,600,197,229,339,353,FALSE,0.367537313432836,0.393470790378007
"681","CO","Colorado",3420.06763183762,0.351924139079953,0.00581627231634131,36493.8957055215,9147.0005569756,99,"Prowers",5016,4863,1186,1519,3531,3230,FALSE,0.251430994276023,0.319856811960413
"682","FL","Florida",8005.97602378067,0.249453715205867,0.16504450442336,54417.3578072706,935018.019933783,57,"Hillsborough",603890,542102,307896,286467,266870,250186,FALSE,0.535689306604775,0.533803034735667
"683","IN","Indiana",1617.72761217771,0.0352766101155453,0.00501116305948712,51302.0838997767,15198.000896126,15,"Carroll",8643,7810,1892,2635,6273,4999,TRUE,0.231720759338641,0.345166361016505
"684","IN","Indiana",1932.13321299989,0.0423305811077139,0.0110865810559598,41876.9667882511,15673.0005787164,49,"Fulton",8437,8126,1960,2621,6010,5317,TRUE,0.245922208281054,0.330183925422021
"685","IN","Indiana",9883.35948977097,0.0292011537497154,0.0407105690945956,40865.9912447273,115503.001254529,105,"Monroe",58454,57223,34216,33436,20592,22481,TRUE,0.624288425047438,0.597957687286514
"686","NH","New Hampshire",3750.59333129029,0.017953724827408,0.0121973085288408,57364.3248277565,72734.0009996891,9,"Grafton",51191,49014,28510,29826,19010,18208,FALSE,0.599957912457912,0.620935170920598
"687","MN","Minnesota",1910.2011646869,0.0104319997548684,0.00903999879552424,47215.831616,48128.002347976,35,"Crow Wing",35842,34920,10982,14760,22287,19415,TRUE,0.330097087378641,0.431894659839064
"688","PA","Pennsylvania",3999.34620449705,0.0430295824107575,0.0379432905985404,53477.5450346883,113878.004001215,55,"Franklin",70506,63078,17465,18995,49768,43260,TRUE,0.259768268558595,0.305116054935347
"689","PA","Pennsylvania",3213.96502993333,0.00612683688811229,0.015004506508709,42687.4605631689,32233.0017650425,31,"Clarion",17660,16186,4273,5056,12576,10828,TRUE,0.253605555225829,0.318307731050113
"690","PA","Pennsylvania",4703.49222344001,0.0651511520459821,0.0662355669445943,92834.0308052591,374831.00525783,29,"Chester",272998,251973,141682,124311,116114,124840,TRUE,0.549589597976695,0.498938394788702
"691","MN","Minnesota",1703.07605901711,0.00946985170438992,0.00669277037676921,51124.6755533339,28133.0012766719,41,"Douglas",21785,20953,6227,8653,13966,11884,TRUE,0.308374189075422,0.421337098894678
"692","OK","Oklahoma",1480.76497111678,0.0468160830829927,0.0990317032376164,33411.5187777141,24552.0011134148,89,"McCurtain",10726,10075,1802,2440,8656,7635,FALSE,0.172308280742016,0.242183622828784
"693","OK","Oklahoma",1235.25068008972,0.024450728267117,0.0240130672802561,42291.2781489802,25532.0010962486,81,"Lincoln",14025,12826,2430,3273,10854,9553,FALSE,0.182926829268293,0.255184780913769
"694","OK","Oklahoma",1272.40983565639,0.118115251223449,0.0229226347174846,42509.615621352,7129.00024852157,85,"Love",3789,3470,735,1034,2922,2436,FALSE,0.200984413453651,0.297982708933718
"695","GA","Georgia",2296.07120828981,0.0323668014004375,0.340895511815413,42519.3064703777,49242.0001058877,285,"Troup",26111,25986,9713,10547,15750,15179,FALSE,0.381455445155716,0.409974345020602
"696","GA","Georgia",1193.66485568848,0.0458882084588327,0.109457640948788,31931.4990148294,14347.0007029772,19,"Berrien",6590,6201,1047,1273,5422,4843,FALSE,0.161848817437007,0.208142576847613
"697","GA","Georgia",1974.6480584307,0.0186165894207737,0.316536574058018,40953.3349893542,14447.9999646246,171,"Lamar",7612,7592,2270,2602,5190,4899,FALSE,0.304289544235925,0.346887081722437
"698","GA","Georgia",1429.20924587544,0.10465886447293,0.151712214785539,36184.8314308468,10902.0006425381,161,"Jeff Davis",5096,5336,901,1275,4104,3996,FALSE,0.18001998001998,0.241889584519067
"699","GA","Georgia",901.899421081116,0.0412001847129972,0.00738916523626138,54122.0230631438,17247.0015387535,85,"Dawson",11820,10244,1448,1241,9900,8847,FALSE,0.127599577017977,0.123017446471055
"700","GA","Georgia",2022.32707613863,0.0161876767935077,0.0474576760880227,40494.844537204,52500.0015097558,295,"Walker",23956,21896,4215,5274,18950,16247,FALSE,0.181955536369523,0.245062961758283
"701","VA","Virginia",1077.62172089814,0.00957755857009179,0.0340345426398002,41001.3881306653,23125.000690043,197,"Wythe",13328,12358,2770,3783,10046,8324,FALSE,0.216136079900125,0.3124638638804
"702","VA","Virginia",4368.30208848042,0.0547337486463771,0.105759334311989,72482.2516115995,77685.000316143,3,"Albemarle",56726,53907,33345,29757,19259,23297,FALSE,0.6338871568702,0.560881366155238
"703","VA","Virginia",3157.39908005179,0.0758025098238877,0.164440299813864,82544.6280300988,88354.0017934889,177,"Spotsylvania",62549,57974,24207,25165,34623,31844,FALSE,0.411473737888832,0.44142152993387
"704","MS","Mississippi",5961.70439551819,0.0227314915558711,0.737613624343737,29796.7982928187,7561.00019019842,143,"Tunica",3567,4382,2667,3475,853,883,FALSE,0.757670454545455,0.797384121156494
"705","MS","Mississippi",768.706385313979,0.00497322111202948,0.605107129880497,25970.7468439174,8015.00029066205,69,"Kemper",4639,5052,2827,3239,1778,1789,FALSE,0.613897937024973,0.644192521877486
"706","VA","Virginia",6592.85905903418,0.0451282667422513,0.139996109485382,77308.2567267084,52624.0001070797,95,"James City",43169,41240,19105,17879,21306,22843,FALSE,0.472767315829848,0.439050144884829
"707","MS","Mississippi",1496.21800552136,0.0293011407202009,0.128810395646449,41669.3363004621,42101.9999348223,109,"Pearl River",21883,22224,3604,4366,17782,17549,FALSE,0.16852146263911,0.199224275610313
"708","VA","Virginia",6242.47369635339,0.0436795939178871,0.305829194753086,73591.6338807159,164688.007285297,550,"Chesapeake",112662,110425,52627,55052,54047,53900,FALSE,0.493344207585729,0.505286731771789
"709","MS","Mississippi",5304.98075235645,0.0137181650741573,0.728624783765354,27695.9990152801,22302.9999737591,133,"Sunflower",9598,11228,6725,8199,2794,2929,FALSE,0.706481773295514,0.736790079079799
"710","WI","Wisconsin",2514.04128159343,0.0280386522809886,0.00713859172230785,57413.8975082786,27889.0009715557,45,"Green",18985,19322,9122,11206,8693,7857,TRUE,0.512040415380298,0.587840318942454
"711","MD","Maryland",11557.7637098882,0.041905323936,0.26872075016011,70536.7946210633,628279.008848831,5,"Baltimore",390682,384782,218412,220322,149477,154908,FALSE,0.593689944521309,0.587165205340724
"712","AR","Arkansas",4042.54084337811,0.0402696182838738,0.240400084365134,34011.3260273973,18515.000254944,19,"Clark",8526,8409,3620,3811,4404,4343,FALSE,0.451146560319043,0.467377974000491
"713","AR","Arkansas",1303.19304781288,0.131734453115469,0.280413628710326,33685.9911366006,8827.0006223619,11,"Bradley",3653,3652,1317,1449,2164,2134,FALSE,0.378339557598391,0.404409712531398
"714","AL","Alabama",893.703418668152,0.034341166015647,0.100261290269073,33993.3029488615,20799.0005308986,61,"Geneva",11758,11331,1525,2039,9994,9175,FALSE,0.132389964406633,0.181826288567862
"715","AL","Alabama",4850.82585033198,0.00705157251602614,0.69707893679528,28824.7270424464,32225.0008197427,47,"Dallas",18792,20964,12836,14612,5789,6288,FALSE,0.689181208053691,0.699138755980861
"716","SD","South Dakota",4364.41482443751,0.0273642875863054,0.0188073967552866,50800.2073714235,17464.0007575452,135,"Yankton",9623,9974,3301,4226,5659,5495,FALSE,0.368415178571429,0.434728937352124
"717","IA","Iowa",1994.12828836769,0.00930713525190256,0.00444674074357027,44047.6972078594,7618.00039693713,25,"Calhoun",5159,5230,1398,2238,3468,2891,FALSE,0.287299630086313,0.436342366933125
"718","IA","Iowa",7541.91280924613,0.0380396142426203,0.0473785223748282,43386.040670297,29594.0002103448,187,"Webster",17430,18292,6305,9537,10056,8469,FALSE,0.385367642564635,0.529656781072976
"719","IA","Iowa",2318.46752442752,0.0238395655029612,0.00683976350174302,65209.9169267548,11240.0005646199,129,"Mills",7698,7212,2090,2848,5067,4216,FALSE,0.292021796842252,0.40317100792752
"720","WY","Wyoming",3854.72486746041,0.0878397537785122,0.00459323602682945,59602.5096126527,14747.0003207028,41,"Uinta",8470,8539,1202,1628,6154,6615,FALSE,0.163404023926047,0.197500909862914
"721","SD","South Dakota",5981.42257173894,0.01989676100679,0.0110746111906176,45289.0776787111,25927.0007905364,11,"Brookings",12680,12400,4879,5827,6748,6220,FALSE,0.419626730885009,0.483688885199635
"722","IA","Iowa",1994.59014335499,0.0187710160469265,0.00617548082837022,57972.5040660349,12338.0005482137,95,"Iowa",8904,8866,3084,4144,5205,4569,FALSE,0.372059355772711,0.47561115574429
"723","KY","Kentucky",209.082153386012,0.00822300582359635,0.0166104729423261,34302.2478080544,9504.00015190244,61,"Edmonson",5244,4668,979,1374,4135,3232,FALSE,0.191435275713727,0.298306556665219
"724","KY","Kentucky",1038.74812540699,0.00961215424955122,0.00551186268191381,48205.5210727969,11197.000766784,191,"Pendleton",6007,5534,1164,1859,4604,3556,FALSE,0.201803051317614,0.343305632502308
"725","KY","Kentucky",2152.00215040385,0.0176648146225679,0.0589099176466728,35040.0233763055,19046.9993548989,217,"Taylor",11306,10950,2553,3285,8320,7551,FALSE,0.234801802630369,0.303156146179402
"726","KY","Kentucky",4035.15813820567,0.0139668190128735,0.00968796428549433,54317.518400409,55536.001788497,29,"Bullitt",36069,31779,8255,9971,26210,21306,FALSE,0.239518351951255,0.318796559772357
"727","LA","Louisiana",2399.29561240306,0.0468591170402896,0.226451536947123,67799.0290817516,76460.0021336079,5,"Ascension",54678,51073,16476,16349,36143,33856,FALSE,0.313118835401661,0.325644856090031
"728","KY","Kentucky",1255.96349439791,0.0243188748342562,0.0913723521004361,39037.5178102926,14932.0007475317,155,"Marion",8111,7318,2679,3418,5122,3800,FALSE,0.343417510575567,0.473538376281518
"729","MO","Missouri",2748.91022499806,0.0120268097407719,0.0616127687843505,42755.1561514196,7966.0003669858,89,"Howard",4868,4867,1283,1723,3277,3017,FALSE,0.281359649122807,0.363502109704641
"730","MO","Missouri",1136.95694201886,0.00945264209644079,0.00715335082621317,35879.1510506483,12005.0002696514,65,"Dent",6791,6643,978,1585,5600,4883,FALSE,0.148677409546975,0.245052566481138
"731","MO","Missouri",4567.33122587028,0.0590297331489943,0.0600300087390598,64569.449434304,164671.999419302,47,"Clay",111170,105589,45304,47310,57476,56191,FALSE,0.440786145164429,0.457097032878909
"732","MO","Missouri",1655.4540598554,0.0155714442014939,0.0379982440571073,41999.3606894526,7816.00035612285,111,"Lewis",4480,4279,934,1508,3344,2677,FALSE,0.218326320710612,0.360334528076464
"733","MO","Missouri",1814.1768382187,0.0632603342951309,0.00468499256328344,38487.2971734741,28459.0006991029,109,"Lawrence",16811,15755,2901,4017,13089,11421,FALSE,0.181425891181989,0.26020209871745
"734","IL","Illinois",8125.45536611149,0.307392841131112,0.0594970787631853,73311.517673293,366079.009155482,89,"Kane",199314,181648,103665,90332,82734,88335,TRUE,0.556145687476864,0.505588608976476
"735","UT","Utah",9946.64274649622,0.108007907896142,0.00769701267365618,63651.3174050069,334587.01057533,49,"Utah",203642,177713,28522,17281,102182,156950,FALSE,0.218218264169421,0.0991844160912811
"736","IL","Illinois",1523.5455967226,0.00968383401462171,0.00539154150389475,42719.2941792295,14907.0010541826,67,"Hancock",9121,9111,2139,3650,6430,5271,TRUE,0.249620725872331,0.409146956619213
"737","UT","Utah",6101.2701196418,0.0995597341254178,0.00761610652698168,52359.4355027695,77017.0010885,5,"Cache",46718,42293,8563,6244,21139,35039,FALSE,0.288297084371423,0.151248698011288
"738","IL","Illinois",9985.73165140722,0.0579501625987654,0.185959474618469,42428.2450627072,5823.00083944201,9,"Brown",2379,2364,476,787,1796,1513,TRUE,0.209507042253521,0.342173913043478
"739","MI","Michigan",1113.2020510312,0.0225778649461684,0.00726682677109841,55019.3031619151,44715.0011137426,15,"Barry",30517,28512,9114,11491,19202,16655,TRUE,0.321867495408956,0.408264051730264
"740","ID","Idaho",2154.64139925457,0.0482550520023472,0.00157977899333988,53253.6976877783,4947.00021928549,29,"Caribou",3035,3052,271,386,2275,2608,FALSE,0.106441476826394,0.128924515698063
"741","MI","Michigan",1394.82420961548,0.0131216747587705,0.00783018097270916,51506.9121245488,25305.0003067851,47,"Emmet",18994,17709,6972,7225,10616,10253,TRUE,0.396406640891517,0.413376816569402
"742","MI","Michigan",2465.87223368356,0.0203757053761619,0.0165373226381316,55800.6244962872,63774.0001670122,111,"Midland",42776,41754,15635,17450,23846,23919,TRUE,0.396013272206884,0.421813435180933
"743","OH","Ohio",1126.25092100348,0.00599830568410391,0.0117513240141698,45897.9364045846,33808.0006815493,15,"Brown",19682,19392,4353,7107,14573,11916,TRUE,0.230001056747332,0.373600378489197
"744","OH","Ohio",4057.81800210956,0.0138865525559643,0.0430471152530071,57170.772529611,125367.001046419,89,"Licking",83624,81390,27376,34201,51241,45503,TRUE,0.34821985066843,0.429100170631336
"745","OH","Ohio",6985.62291578347,0.0236337419361281,0.134777235899228,45865.6936923381,80886.0034958571,3,"Allen",46234,48236,13294,17914,30487,29502,TRUE,0.303647701057536,0.377804960350936
"746","OH","Ohio",3013.45528589657,0.0120976346280098,0.0127378065558144,49964.1091085176,46220.0003268458,83,"Knox",28927,28345,8171,10470,19131,17266,TRUE,0.299282103875174,0.377487741563311
"747","","",7594.46110576004,0.98740958847011,0.00185226823666887,19032.8221821732,29524.9992733002,NA,"",NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"748","","",4864.85485754163,0.990401278316762,0.00085468268364082,14481.1427757446,34757.9997584224,NA,"",NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"749","","",7544.34619423499,0.992641850158566,0.000737487729560141,16922.4065401763,44549.0001085699,NA,"",NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"750","TN","Tennessee",1662.81133953311,0.020369138762663,0.194855389607994,39259.6123743282,37284.0012458563,53,"Gibson",19547,19667,5258,6564,13786,12883,FALSE,0.276097458517118,0.337532781405872
"751","TN","Tennessee",1567.97362710513,0.0532545652870633,0.00993447439069295,43888.7149172782,69997.0014938265,155,"Sevier",36312,33864,6297,7418,28629,25984,FALSE,0.180295481875966,0.22208251002934
"752","TN","Tennessee",1159.90831748232,0.0131042248624468,0.0320961208653964,44959.4025027224,42896.0002263486,145,"Roane",21669,21090,4837,6018,15880,14724,FALSE,0.233479750929189,0.290135956031241
"753","CA","California",878.376207098,0.0714893638897449,0.000851062948399402,59931,919.000109046698,3,"Alpine",602,653,334,389,217,236,FALSE,0.606170598911071,0.6224
"754","CA","California",4136.52468969886,0.222048927155644,0.0109857582026111,44939.0641386141,68380.0015957206,45,"Mendocino",37915,35017,22079,23193,10888,9658,FALSE,0.669730336397003,0.706005905451889
"755","TX","Texas",3179.84214242546,0.113239064509118,0.0644125832216404,48303.6787643638,91745.0019836277,181,"Grayson",47416,42264,10301,10670,35325,30936,FALSE,0.225770394073555,0.256453396144787
"756","TX","Texas",5563.90475023492,0.0996123194409142,0.263441746652881,34623.6741530423,18806.0014679879,225,"Houston",8353,8214,1978,2265,6205,5880,FALSE,0.241720640351949,0.278084714548803
"757","TX","Texas",1813.82372641765,0.110527033445311,0.223888104729905,48422.4378723469,48650.0014819205,203,"Harrison",26548,26170,7151,8456,18749,17512,FALSE,0.276100386100386,0.325631546518792
"758","TX","Texas",3267.01493213039,0.172081960717268,0.183964838340997,49149.0019379071,155918.00045,423,"Smith",84768,79601,22300,21456,58930,57331,FALSE,0.274529114859042,0.272329191364058
"759","TX","Texas",2284.78172554685,0.365913498658826,0.0166039024106648,50469.7967591008,11420.0006032735,165,"Gaines",4620,4066,597,535,3907,3484,FALSE,0.132548845470693,0.133117690967902
"760","TX","Texas",1104.69382451135,0.289688972311183,0.0380524068662315,33950,1952.00018808246,125,"Dickens",909,1019,128,216,755,793,FALSE,0.144960362400906,0.214073339940535
"761","TX","Texas",229.522905271925,0.219512181856283,0,39375,73.0000022649765,301,"Loving",65,64,4,9,58,54,FALSE,0.0645161290322581,0.142857142857143
"762","TX","Texas",449.571202166967,0.0317518815820037,0.0774413813121317,33083.7963817611,8714.00047983229,403,"Sabine",4651,4578,614,807,3998,3727,FALSE,0.133130962705984,0.177988531098368
"763","MT","Montana",1051.36036315016,0.0204153146572241,0.00350477448988157,31377.4028739157,9059.00031794608,89,"Sanders",5953,5901,1218,1720,4286,3980,FALSE,0.221293604651163,0.301754385964912
"764","MT","Montana",1263.89170701516,0.0348189483580898,0.00278551532033426,38125,584.00002399087,103,"Treasure",443,455,59,114,351,319,FALSE,0.14390243902439,0.263279445727483
"765","MT","Montana",1284.48313529963,0.0234672622040369,0.00370803047779081,33749.9311220602,15791.0005656183,53,"Lincoln",9330,8890,2041,2552,6729,6057,FALSE,0.2327251995439,0.296433964455802
"766","MT","Montana",1430.34793927266,0.0186544927811103,0.0043659483527646,48581.7719785672,8092.00051981211,9,"Carbon",5991,5847,1828,2146,3748,3533,FALSE,0.327833572453372,0.37788343018137
"767","KS","Kansas",5449.3565042891,0.123741352604586,0.206623580490203,50522.0768290554,23745.0009841621,61,"Geary",7504,7845,2722,3332,4274,4372,FALSE,0.389079473985134,0.432502596053998
"768","KS","Kansas",2379.21600283241,0.246195148669964,0.00805729293767213,51098,1626.00011430681,203,"Wichita",956,987,140,157,769,821,FALSE,0.154015401540154,0.160531697341513
"769","KS","Kansas",1511.09861745219,0.0358423152517888,0.0161290434085661,36434,2175.00023028255,17,"Chase",1369,1271,316,358,969,875,FALSE,0.24591439688716,0.290348742903487
"770","KS","Kansas",6471.49085735622,0.511728899750906,0.0222465141813913,49187.2997813756,23378.0005399883,57,"Ford",7718,8362,2149,2600,5114,5602,FALSE,0.295883243838634,0.316995854669593
"771","NC","North Carolina",940.001237524356,0.141233191737135,0.192675751711904,33517.6720987121,21052.0009196997,123,"Montgomery",11540,11231,4150,4706,7130,6404,FALSE,0.36790780141844,0.423582358235824
"772","WA","Washington",6200.50240272461,0.186645485943916,0.0173367504889614,63731.4184682225,127513.003563166,5,"Benton",83592,79559,26360,28145,47194,49461,FALSE,0.358376159012426,0.362665257840889
"773","NE","Nebraska",5089.84354739934,0.129143247437505,0.0174045161899711,50256.0678690217,26149.001799494,119,"Madison",14343,13885,2711,3485,10628,10062,FALSE,0.203238623584976,0.257252528235034
"774","NE","Nebraska",293.537161116242,0.00371057697069003,0.0148422726341878,51563,388.000060558319,117,"McPherson",287,291,14,41,257,237,FALSE,0.0516605166051661,0.147482014388489
"775","NC","North Carolina",721.986348150111,0.0707401015133743,0.32168673769877,43608,4734.00011590123,95,"Hyde",2304,2383,965,1163,1288,1193,FALSE,0.428317798490901,0.493633276740238
"776","NE","Nebraska",2144.01416586337,0.11144729364035,0.00327786224069045,43125,3022.0001719296,29,"Chase",1898,1867,171,254,1648,1584,FALSE,0.0940076965365585,0.138193688792165
"777","NE","Nebraska",464.098836445518,0.0205696222572764,0.00158227848101266,37708,491.00004324317,115,"Loup",385,358,48,62,323,290,FALSE,0.129380053908356,0.176136363636364
"778","FL","Florida",8321.86968044743,0.0839020525834248,0.209690456945014,46084.0479913963,203051.003267378,1,"Alachua",130100,120418,75820,69699,46834,48797,FALSE,0.618161657997293,0.588197069943289
"779","CO","Colorado",3641.05193933547,0.0680590310946945,0.00578501838158538,63674.2820621889,18600.0000300109,107,"Routt",13986,13317,7600,7547,5230,5469,FALSE,0.592361652377241,0.579824830977259
"780","CO","Colorado",655.675895571959,0.0534523096173234,0.0114788168386817,82284.2909555575,17232.0005380213,39,"Elbert",15980,14178,3134,3603,11705,10266,FALSE,0.211200215647955,0.259788016439541
"781","FL","Florida",7290.62863306195,0.0756690939630426,0.300253505843392,51253.8281842448,660749.006760288,31,"Duval",436573,411848,205704,196737,211672,211615,FALSE,0.49285057118761,0.481782873599248
"782","NY","New York",2650.92381359508,0.0268979148373086,0.0341716726230113,51723.6646082658,46820.0007413626,37,"Genesee",26432,24746,7650,9601,16915,14607,FALSE,0.311418685121107,0.396604428288169
"783","ME","Maine",1749.82670895131,0.0128354059206495,0.0118437091358226,56527.3653982376,27871.0002774,23,"Sagadahoc",21616,20794,10664,11821,9304,8429,FALSE,0.534054487179487,0.583753086419753
"784","NY","New York",4647.53032470554,0.112586868632032,0.0212469388338759,44917.7411935722,38418.00064376,57,"Montgomery",19054,18186,6595,8493,11301,9334,FALSE,0.368518104604381,0.476412183766197
"785","IN","Indiana",1142.10521161639,0.0067737590773826,0.00348364705090449,43569.5205148055,7853.00032243133,101,"Martin",4809,4743,881,1351,3697,3262,TRUE,0.192442114460463,0.292867981790592
"786","IN","Indiana",3147.03824657642,0.0245508449984934,0.0512966770513633,40939.3734655719,28510.0008923411,103,"Miami",13482,12781,2766,4222,9975,8174,TRUE,0.217094419590299,0.340593739916102
"787","NH","New Hampshire",5570.62580044215,0.0178735293774577,0.015461698835273,58783.6055886246,97723.0019780099,17,"Strafford",69000,63969,34894,36026,29072,26729,FALSE,0.545508551417941,0.574073778981754
"788","IN","Indiana",4047.71592082271,0.0343301667175689,0.0402230383398671,90554.9051058204,191631.004387379,57,"Hamilton",155958,136863,57263,43796,87404,90747,TRUE,0.39582627689798,0.325516749292048
"789","PA","Pennsylvania",39234.6989958634,0.122942504258834,0.43418439371868,38859.3575576307,1182169.01394147,101,"Philadelphia",709618,690327,584025,588806,108748,96467,TRUE,0.84302506015679,0.859228365921319
"790","PA","Pennsylvania",6371.83049216372,0.0339242820943434,0.0812749985497258,48205.0148148909,216758.007115602,49,"Erie",125129,118619,58112,68036,60069,49025,TRUE,0.491720327294574,0.581201254047035
"791","MN","Minnesota",1235.43899514499,0.0517373006698474,0.00678851173991993,44790.4564772043,18685.0007880032,153,"Todd",11993,11803,2783,4819,8485,6719,TRUE,0.246982605608804,0.417663373201595
"792","MN","Minnesota",2340.31186399182,0.0197688518337047,0.00440997576852014,52572.7466545012,5002.00038337708,167,"Wilkin",3302,3222,893,1258,2129,1884,TRUE,0.295499669093316,0.400381922342457
"793","PA","Pennsylvania",12129.4096624626,0.0295842979989633,0.203354684958277,72263.7816697944,428567.004432857,45,"Delaware",299336,285564,177402,171792,110667,110853,TRUE,0.615831623673495,0.607801305524598
"794","AZ","Arizona",1791.46369475157,0.0575099879518424,0.00605441887044717,30588.58617411,48858.0022593103,1,"Apache",27661,25917,17083,17147,8240,8250,FALSE,0.674604114836315,0.675158483285427
"795","OK","Oklahoma",1254.46074547572,0.0695531176209537,0.0108386942381869,56790.581203269,25311.0009954125,87,"McClain",16858,14306,2894,3194,13169,11112,FALSE,0.18016559795804,0.223262966587446
"796","OK","Oklahoma",900.608490453296,0.0241963360746733,0.0104562719083738,28652.7179398548,8977.0002605021,127,"Pushmataha",4483,4130,748,1043,3581,3087,FALSE,0.172788172788173,0.252542372881356
"797","GA","Georgia",1766.42673793604,0.0571115036424668,0.205787554053313,37059.2531977807,22638.0016108155,305,"Wayne",10413,10269,2041,2596,8153,7557,FALSE,0.200215813223465,0.255687973997833
"798","GA","Georgia",1175.50933199273,0.0407558159841038,0.338260011473416,30501.3944596867,16850.0007180572,107,"Emanuel",7860,8083,2435,2927,5335,5100,FALSE,0.313384813384813,0.364644325401769
"799","GA","Georgia",2067.10189945826,0.0229739434545709,0.027087044662994,49518.7629257765,48001.9987049699,47,"Catoosa",26940,23678,4771,5365,20876,17858,FALSE,0.186025656022147,0.231020970589502
"800","GA","Georgia",1234.6854666369,0.111565743920118,0.246590279563679,34153.0819239862,8179.00029557943,43,"Candler",3763,3528,1026,1157,2664,2344,FALSE,0.278048780487805,0.330477006569552
"801","GA","Georgia",1175.91193396797,0.0264625117492653,0.498670430164059,32265.4803997255,16731.0002684742,33,"Burke",9351,9779,4731,5405,4491,4301,FALSE,0.513012361743656,0.556872037914692
"802","WI","Wisconsin",4096.01833681601,0.0396804815642917,0.0294617933633966,53858.5353034622,69180.0009157658,27,"Dodge",43078,44488,13968,18762,26635,25211,TRUE,0.344013989114105,0.426670911695813
"803","VA","Virginia",3233.69085599962,0.0384154279317947,0.395382536180298,38901.5017834755,12590.0009030402,135,"Nottoway",6744,6846,2829,3344,3712,3409,FALSE,0.432502675431891,0.495187324152229
"804","WI","Wisconsin",1153.58058166586,0.00591615962300341,0.00253549643853293,38153.2084178499,4935.00023171306,51,"Iron",3513,3632,1275,1784,2081,1790,TRUE,0.379916567342074,0.499160604364857
"805","VA","Virginia",509.549508770066,0.0103590528147293,0.283469400409633,50399.4023351769,9559.99990573525,103,"Lancaster",6645,6961,2869,3149,3523,3753,FALSE,0.448842302878598,0.456244566792234
"806","VA","Virginia",3155.82325884441,0.0659983431474521,0.0479535086813073,68858.6405593513,58629.9997605681,69,"Frederick",40440,36394,11932,12690,26083,22858,FALSE,0.313876101538866,0.356982108698098
"807","OR","Oregon",8627.70117326813,0.157199221982755,0.0239527285193325,67228.7191633158,393872.002289891,67,"Washington",269232,237023,153251,135291,83197,93974,FALSE,0.648138279875491,0.590107517501581
"808","VA","Virginia",2093.42416795116,0.00571511789707627,0.0361957577396193,41420.5932004689,5603.99998277426,21,"Bland",3139,2948,453,735,2573,2144,FALSE,0.149702577660278,0.255296978117402
"809","VA","Virginia",2666.19461590178,0.0108307686995858,0.0544000026990015,46884.9489230769,12800.0004401654,5,"Alleghany",7325,7173,2166,3403,4874,3595,FALSE,0.307670454545455,0.486281794798514
"810","OR","Oregon",1673.07659059167,0.0278038898734357,0.00470114124843774,34221.6095366017,6015.00008288026,23,"Grant",4340,3911,739,853,3210,2926,FALSE,0.187135983793365,0.225721090235512
